City,Client ID,Client Name,Number of Records,Order ID,Zip Code,Goods Category,Goods Name,Goods Sub-Category,Profit,Region,Row ID,Office City Sales,State
Burnsville,2204,Oscar Ford,1,86051,55337,Office Furniture,"Metal Folding Chairs, Beige, 4/Carton",Chairs & Chairmats,-157.56,Central,23920,169.46,Minnesota
Burnsville,2204,Oscar Ford,1,86057,55337,Office Furniture,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Chairs & Chairmats,-3404.24,Central,25545,1547.44,Minnesota
Roseville,447,Valerie Moon,1,90449,55113,Office Furniture,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Chairs & Chairmats,-82.904,Central,19694,159.51,Minnesota
Apple Valley,2161,Judith Wallace,1,90395,55124,Office Furniture,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,1055.47,Central,24892,1887.03,Minnesota
Brooklyn Center,2202,Laurie Howe,1,86050,55429,Office Furniture,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,357.428,Central,22259,1635.38,Minnesota
Hazelwood,2132,Philip Hawkins,1,90083,63042,Office Furniture,"Global Deluxe Stacking Chair, Gray",Chairs & Chairmats,126.07,Central,24479,477.93,Missouri
Webster Groves,1893,Melanie Burgess,1,91262,63119,Office Furniture,Global Ergonomic Managers Chair,Chairs & Chairmats,588.54,Central,22858,928.92,Missouri
Saint Peters,1093,Roy Briggs,1,90131,63376,Office Furniture,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Chairs & Chairmats,-238.7124,Central,21659,192.69,Missouri
Gladstone,2131,Mary Hewitt,1,90090,64118,Office Furniture,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Chairs & Chairmats,-476.904,Central,21159,2812.32,Missouri
Omaha,1103,Sidney Bowling,1,90980,68046,Office Furniture,"Global Leather Task Chair, Black",Chairs & Chairmats,-281.76,Central,23783,177.34,Nebraska
Kearney,388,Roger Schwartz,1,90344,68847,Office Furniture,Hon Multipurpose Stacking Arm Chairs,Chairs & Chairmats,618.36,Central,23214,2590.72,Nebraska
Lincoln,389,Joel Buckley,1,90338,68502,Office Furniture,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,1273.2087,Central,23853,1845.23,Nebraska
North Platte,2047,Wallace D McNeill,1,88231,69101,Office Furniture,Office Star - Task Chair with Contemporary Loop Arms,Chairs & Chairmats,225.77152,Central,25648,2128.8,Nebraska
Omaha,1103,Sidney Bowling,1,90979,68046,Office Furniture,Office Star Flex Back Scooter Chair with White Frame,Chairs & Chairmats,-183.26,Central,20474,118.47,Nebraska
Bismarck,2910,Tina Jiang,1,87400,58501,Office Furniture,Hon Pagoda™ Stacking Chairs,Chairs & Chairmats,2169.8016,Central,19428,3144.64,North Dakota
Ponca City,2783,Caroline Duffy,1,86983,74601,Office Furniture,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Chairs & Chairmats,139.7112,Central,19703,932.4,Oklahoma
Owasso,2643,Vincent Cash Bryant,1,87510,74055,Office Furniture,Hon 4070 Series Pagoda™ Round Back Stacking Chairs,Chairs & Chairmats,2166.3102,Central,18316,3139.58,Oklahoma
Oklahoma City,2631,Cecil Shields,1,85923,73120,Office Furniture,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,1148.748,Central,25135,2503.4,Oklahoma
Tulsa,2837,Leslie Hawley,1,89804,74133,Office Furniture,SAFCO Folding Chair Trolley,Chairs & Chairmats,1019.7,Central,19338,1887.63,Oklahoma
Rapid City,2668,Carlos Hanson,1,87834,57701,Office Furniture,Bevis Steel Folding Chairs,Chairs & Chairmats,-614.4892,Central,22188,1485.71,South Dakota
Aberdeen,2617,Gerald Crabtree,1,91501,57401,Office Furniture,"Global Leather and Oak Executive Chair, Black",Chairs & Chairmats,1096.37632,Central,25479,2538.68,South Dakota
Arlington,886,Betty Barbour,1,89544,76017,Office Furniture,Bevis Steel Folding Chairs,Chairs & Chairmats,1297.53,Central,19684,4739.84,Texas
Port Arthur,59,Rose Lassiter,1,87417,77642,Office Furniture,DMI Arturo Collection Mission-style Design Wood Chair,Chairs & Chairmats,-231.6,Central,19903,750.94,Texas
Houston,2274,Marlene Harrison,1,90113,77036,Office Furniture,"Global Airflow Leather Mesh Back Chair, Black",Chairs & Chairmats,175.845,Central,24190,1362.66,Texas
Huntsville,2422,Arlene Wiggins Dalton,1,89053,77340,Office Furniture,"Global Airflow Leather Mesh Back Chair, Black",Chairs & Chairmats,650.3,Central,18802,1857.08,Texas
Lufkin,1368,Patsy Harmon,1,90523,75901,Office Furniture,"Global Airflow Leather Mesh Back Chair, Black",Chairs & Chairmats,333.28064,Central,24371,1924.58,Texas
Cedar Hill,1238,April Bowers,1,86083,75104,Office Furniture,Global Deluxe Office Fabric Chairs,Chairs & Chairmats,-323.196,Central,20584,603.54,Texas
Haltom City,2118,Sheryl Cole,1,90898,76117,Office Furniture,Global Deluxe Office Fabric Chairs,Chairs & Chairmats,-221.56,Central,24558,309.74,Texas
Arlington,886,Betty Barbour,1,89544,76017,Office Furniture,"Global Deluxe Stacking Chair, Gray",Chairs & Chairmats,-22.65,Central,19685,27.61,Texas
Bedford,890,Billie Fowler,1,89547,76021,Office Furniture,Global Enterprise™ Series Seating Low-Back Swivel/Tilt Chairs,Chairs & Chairmats,51.348,Central,25316,132.1,Texas
Texarkana,862,Vivian Hodge,1,90453,75503,Office Furniture,Global Ergonomic Managers Chair,Chairs & Chairmats,337.29,Central,21933,1236.77,Texas
Watauga,146,Yvonne Fox,1,91090,76148,Office Furniture,Global Ergonomic Managers Chair,Chairs & Chairmats,251.4084,Central,22907,929.57,Texas
Waxahachie,1143,Phyllis Jacobson,1,86583,75165,Office Furniture,"Global Leather and Oak Executive Chair, Black",Chairs & Chairmats,1987.5364,Central,26193,6804.42,Texas
Cleburne,1255,Craig Crabtree,1,89986,76031,Office Furniture,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Chairs & Chairmats,1116.67,Central,26233,1769.17,Texas
Richardson,60,Sheila Warren,1,87420,75080,Office Furniture,"Global Leather Task Chair, Black",Chairs & Chairmats,-180.46656,Central,20427,195.63,Texas
Amarillo,885,Malcolm Robertson,1,89537,79109,Office Furniture,"Global Stack Chair without Arms, Black",Chairs & Chairmats,55.888,Central,19401,1033.56,Texas
Friendswood,1644,Sam Woodward,1,87344,77546,Office Furniture,"Global Stack Chair without Arms, Black",Chairs & Chairmats,-250.55,Central,20565,675.38,Texas
Bedford,890,Billie Fowler,1,89549,76021,Office Furniture,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,Chairs & Chairmats,-1685.036,Central,26012,180.29,Texas
Lake Jackson,2669,Annie Booth,1,87839,77566,Office Furniture,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,Chairs & Chairmats,1894.14,Central,25464,3519,Texas
Mansfield,1561,Edwin Coley,1,88095,76063,Office Furniture,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Chairs & Chairmats,1902.99,Central,22993,3154.59,Texas
Dallas,1106,Maxine Collier Grady,1,33219,75220,Office Furniture,Hon Multipurpose Stacking Arm Chairs,Chairs & Chairmats,764.95,Central,4666,14683.92,Texas
Laredo,1109,Dennis Welch,1,86418,78041,Office Furniture,Hon Multipurpose Stacking Arm Chairs,Chairs & Chairmats,1147.425,Central,22666,3670.98,Texas
Texarkana,862,Vivian Hodge,1,90453,75503,Office Furniture,Hon Multipurpose Stacking Arm Chairs,Chairs & Chairmats,297.79,Central,21934,3599.76,Texas
Dallas,1106,Maxine Collier Grady,1,45824,75220,Office Furniture,Hon Olson Stacker Stools,Chairs & Chairmats,1232.79,Central,6443,11272.77,Texas
Laredo,1109,Dennis Welch,1,86421,78041,Office Furniture,Hon Olson Stacker Stools,Chairs & Chairmats,2051.36256,Central,24443,3061.74,Texas
Greenville,2117,Jack Hatcher,1,90891,75401,Office Furniture,Hon Pagoda™ Stacking Chairs,Chairs & Chairmats,4554.4347,Central,20249,6600.63,Texas
Bedford,890,Billie Fowler,1,89536,76021,Office Furniture,"Metal Folding Chairs, Beige, 4/Carton",Chairs & Chairmats,1.3224,Central,26011,19.97,Texas
Dallas,667,Allison Kirby,1,4674,75203,Office Furniture,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Chairs & Chairmats,-260.41,Central,667,3041.33,Texas
Georgetown,1934,Scott Moore,1,86688,78626,Office Furniture,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,52.988000000,Central,19697,561.65,Texas
Cedar Hill,1238,April Bowers,1,86075,75104,Office Furniture,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,788.79,Central,20593,1634.67,Texas
The Colony,1138,Malcolm Floyd,1,86574,75056,Office Furniture,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,-51.116,Central,19357,192.49,Texas
Beaumont,889,Elsie G Ferguson,1,89540,77705,Office Furniture,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Chairs & Chairmats,147.453,Central,25307,213.7,Texas
Bryan,915,Carol Sherrill,1,86356,77803,Office Furniture,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Chairs & Chairmats,-489.4156,Central,24953,346.52,Texas
Carrollton,1237,Eva Simpson,1,86075,75007,Office Furniture,SAFCO Folding Chair Trolley,Chairs & Chairmats,790.464,Central,20592,1145.6,Texas
Baytown,888,Phyllis Adcock,1,89556,77520,Office Furniture,SAFCO Optional Arm Kit for Workspace® Cribbage Stacking Chair,Chairs & Chairmats,109.344,Central,23796,298.54,Texas
Haltom City,2118,Sheryl Cole,1,90894,76117,Office Furniture,"Situations Contoured Folding Chairs, 4/Set",Chairs & Chairmats,-256.56,Central,25384,330.15,Texas
Oshkosh,2977,Juan Gilbert,1,89048,54901,Office Furniture,Global Commerce™ Series High-Back Swivel/Tilt Chairs,Chairs & Chairmats,-176.6664,Central,20852,361.94,Wisconsin
Green Bay,2333,Megan Woods,1,89611,54302,Office Furniture,Global Ergonomic Managers Chair,Chairs & Chairmats,-122.235,Central,19441,191.73,Wisconsin
Appleton,1894,Maureen Herbert Hood,1,91261,54915,Office Furniture,"Global Leather and Oak Executive Chair, Black",Chairs & Chairmats,2653.2915,Central,23260,3845.35,Wisconsin
Appleton,2026,Keith Pittman,1,87133,54915,Office Furniture,"Global Push Button Manager's Chair, Indigo",Chairs & Chairmats,-76.0872,Central,18234,409.2,Wisconsin
Milwaukee,2957,Francis I Davis,1,90269,53209,Office Furniture,Global Troy™ Executive Leather Low-Back Tilter,Chairs & Chairmats,858.4864,Central,21816,2022.76,Wisconsin
Sun Prairie,3228,Thomas Frazier,1,87439,53590,Office Furniture,Global Troy™ Executive Leather Low-Back Tilter,Chairs & Chairmats,3764.4123,Central,18297,5455.67,Wisconsin
Manitowoc,2587,Eugene H Walsh,1,91169,54220,Office Furniture,Hon Comfortask® Task/Swivel Chairs,Chairs & Chairmats,-188.1452,Central,21456,345,Wisconsin
Sun Prairie,3192,Melanie Ray,1,86450,53590,Office Furniture,Hon Comfortask® Task/Swivel Chairs,Chairs & Chairmats,182.53,Central,23219,1787.57,Wisconsin
Cudahy,1480,Yvonne Ryan,1,90749,53110,Office Furniture,Hon Multipurpose Stacking Arm Chairs,Chairs & Chairmats,48.7424,Central,21231,1331.21,Wisconsin
Green Bay,2333,Megan Woods,1,89613,54302,Office Furniture,Hon Pagoda™ Stacking Chairs,Chairs & Chairmats,1594.6314,Central,23555,2311.06,Wisconsin
Janesville,2335,Kent Young,1,89615,53545,Office Furniture,Hon Valutask™ Swivel Chairs,Chairs & Chairmats,-180.61,Central,25801,125.35,Wisconsin
Janesville,2450,Tonya Miller,1,90325,53545,Office Furniture,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,-116.02,Central,22350,996.33,Wisconsin
Galesburg,1793,Derek Jernigan,1,87859,61401,Office Furniture,12-1/2 Diameter Round Wall Clock,Office Furnishings,13.036,Central,21552,380.79,Illinois
Saint Charles,1080,Colleen Fletcher,1,88465,60174,Office Furniture,12-1/2 Diameter Round Wall Clock,Office Furnishings,115.632,Central,18966,720.56,Illinois
Elk Grove Village,1687,Ernest Dawson,1,86974,60007,Office Furniture,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Office Furnishings,828.27,Central,25430,1433.95,Illinois
Palatine,559,Harvey McDonald,1,91153,60067,Office Furniture,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Office Furnishings,-96.46,Central,25168,145.83,Illinois
Hanover Park,2398,Julian F Wolfe,1,86381,60103,Office Furniture,Aluminum Document Frame,Office Furnishings,131.2932,Central,20210,190.28,Illinois
Freeport,1771,Jeff Spivey,1,89110,61032,Office Furniture,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro® Back, 8-1/2x11, 25/Bx",Office Furnishings,81.144,Central,24591,117.6,Illinois
Glendale Heights,2342,Danny Francis Bell,1,88990,60139,Office Furniture,Dana Halogen Swing-Arm Architect Lamp,Office Furnishings,58.5948,Central,22372,84.92,Illinois
Vernon Hills,540,Ruth Lamm,1,91177,60061,Office Furniture,Dana Halogen Swing-Arm Architect Lamp,Office Furnishings,76.812,Central,21418,479.84,Illinois
Woodstock,1648,Nina Bowles,1,91047,60098,Office Furniture,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Office Furnishings,43.4769,Central,23600,63.01,Illinois
Tinley Park,443,Chris High,1,88089,60477,Office Furniture,"DAX Copper Panel Document Frame, 5 x 7 Size",Office Furnishings,88.236,Central,20161,165.03,Illinois
Galesburg,1793,Derek Jernigan,1,87856,61401,Office Furniture,"DAX Metal Frame, Desktop, Stepped-Edge",Office Furnishings,-22.672,Central,22607,67.04,Illinois
Elgin,1569,Marie Daniel,1,90231,60123,Office Furniture,DAX Solid Wood Frames,Office Furnishings,10.68,Central,24103,61.6,Illinois
Rockford,1088,Jeremy Orr,1,90133,61107,Office Furniture,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Office Furnishings,279.6639,Central,19589,405.31,Illinois
East Saint Louis,1568,Jeanette Boswell,1,90235,62205,Office Furniture,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Office Furnishings,0.617120000,Central,23559,2469.94,Illinois
Elmhurst,1769,Judith French,1,89108,60126,Office Furniture,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Office Furnishings,70.980000000,Central,18821,3298.4,Illinois
Gurnee,2378,Edith Norton,1,91324,60031,Office Furniture,Eldon Cleatmat® Chair Mats for Medium Pile Carpets,Office Furnishings,-51.1212,Central,23325,104.85,Illinois
Belvidere,380,Marian Bryant,1,88938,61008,Office Furniture,Eldon Econocleat® Chair Mats for Low Pile Carpets,Office Furnishings,-802.864,Central,20316,744.4,Illinois
Belvidere,380,Marian Bryant,1,88931,61008,Office Furniture,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",Office Furnishings,-79.72,Central,21089,142.6,Illinois
Champaign,1309,Emma Bullock,1,88967,61821,Office Furniture,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",Office Furnishings,-0.060000000,Central,18782,29.74,Illinois
Chicago,2107,Leigh Burnette Hurley,1,41857,60601,Office Furniture,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",Office Furnishings,-38.39,Central,5904,727.43,Illinois
Orland Park,233,Michele Bullard,1,90237,60462,Office Furniture,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",Office Furnishings,-53.62,Central,25501,120.47,Illinois
Bolingbrook,382,Wesley Dudley,1,88934,60440,Office Furniture,Eldon Image Series Black Desk Accessories,Office Furnishings,-116.4732,Central,26258,30.65,Illinois
Oswego,483,Edgar McKenzie,1,90355,60543,Office Furniture,Eldon Pizzaz™ Desk Accessories,Office Furnishings,-52.92,Central,26345,17.81,Illinois
Freeport,1792,Curtis C Andrews,1,87854,61032,Office Furniture,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Office Furnishings,155.72,Central,20130,501,Illinois
Alton,129,Kara Allison,1,86693,62002,Office Furniture,"Eldon Regeneration Recycled Desk Accessories, Smoke",Office Furnishings,-37.39,Central,24319,10.23,Illinois
Saint Charles,1090,Seth Davies,1,90142,60174,Office Furniture,Eldon Wave Desk Accessories,Office Furnishings,8.06432,Central,24721,45.84,Illinois
Chicago,1682,Julie Edwards,1,14115,60611,Office Furniture,Eldon® 200 Class™ Desk Accessories,Office Furnishings,-38.38,Central,1976,284.48,Illinois
Lake In The Hills,2500,Kevin Smith,1,88320,60102,Office Furniture,Eldon® 200 Class™ Desk Accessories,Office Furnishings,-32.0268,Central,25628,88.85,Illinois
Glen Ellyn,1794,Linda Gates,1,87858,60137,Office Furniture,"Eldon® Expressions™ Wood Desk Accessories, Oak",Office Furnishings,-60.966,Central,26124,104.3,Illinois
Chicago,1402,Wesley Tate,1,48452,60653,Office Furniture,"Eldon® Image Series Desk Accessories, Burgundy",Office Furnishings,-231.072,Central,6799,332.73,Illinois
Elgin,1686,Lynn O'Donnell,1,86973,60123,Office Furniture,Eldon® Wave Desk Accessories,Office Furnishings,-129.01,Central,19751,19.67,Illinois
Saint Charles,1090,Seth Davies,1,90139,60174,Office Furniture,Eldon® Wave Desk Accessories,Office Furnishings,-4.04016,Central,26162,3.56,Illinois
Glendale Heights,2342,Danny Francis Bell,1,88996,60139,Office Furniture,Electrix Halogen Magnifier Lamp,Office Furnishings,1688.2782,Central,19676,2446.78,Illinois
Chicago,94,Eddie House Mueller,1,37063,60601,Office Furniture,"Executive Impressions 12"" Wall Clock",Office Furnishings,89.6,Central,5212,1838,Illinois
Bolingbrook,648,Steve O'Brien,1,91365,60440,Office Furniture,"Executive Impressions 13"" Chairman Wall Clock",Office Furnishings,-10.36,Central,21760,34.11,Illinois
Romeoville,1075,Theodore Tyson,1,86422,60441,Office Furniture,"Executive Impressions 13"" Clairmont Wall Clock",Office Furnishings,152.4348,Central,26176,220.92,Illinois
Wheeling,566,Stephanie Pruitt,1,87108,60090,Office Furniture,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Office Furnishings,33.0717,Central,21493,47.93,Illinois
Rockford,1074,Sherry Brantley,1,86424,61107,Office Furniture,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Office Furnishings,-17.6452,Central,20114,81.02,Illinois
Wilmette,592,Eva Silverman,1,86316,60091,Office Furniture,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Office Furnishings,6.5564,Central,18086,62.87,Illinois
Naperville,3133,Kristine Singleton,1,86792,60540,Office Furniture,"GE 4 Foot Flourescent Tube, 40 Watt",Office Furnishings,-17.75,Central,21721,153.87,Illinois
Batavia,326,Brenda May,1,90974,60510,Office Furniture,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Office Furnishings,135.79,Central,21052,249.95,Illinois
Buffalo Grove,649,Roger Meyer,1,91370,60089,Office Furniture,"Howard Miller 16"" Diameter Gallery Wall Clock",Office Furnishings,564.4269,Central,24439,818.01,Illinois
Galesburg,1793,Derek Jernigan,1,87861,61401,Office Furniture,"Howard Miller 16"" Diameter Gallery Wall Clock",Office Furnishings,202.87,Central,23681,732.64,Illinois
Galesburg,1793,Derek Jernigan,1,87860,61401,Office Furniture,"Linden® 12"" Wall Clock With Oak Frame",Office Furnishings,-197.04,Central,24330,333.32,Illinois
Rockford,1088,Jeremy Orr,1,90136,61107,Office Furniture,"Linden® 12"" Wall Clock With Oak Frame",Office Furnishings,-44.14,Central,19462,341.95,Illinois
